"","ethnicity","sex","agegrp","qualification","hours","income"
"11261","Asian","male",20,1,10,324
"11262","European","male",30,3,50.5,1520
"11263","European","male",45,1,40,594
"11264","European","female",35,3,24,623
"11265","European","female",50,4,35,1155
"11266","European","male",55,3,51,2029
"11267","European","female",60,3,46.5,806
"11268","European","male",25,4,37,1556
"11269","European","male",30,4,42,643
"11270","Pacific","male",60,1,31,558
"11271","European","male",30,3,45,1367
"11272","European","male",50,4,40,2071
"11273","European","male",45,3,42.5,1342
"11274","European","male",35,1,48,1402
"11275","Pacific","female",25,3,37.5,865
"11276","European","female",35,1,40,949
"11277","European","male",40,4,40,1477
"11278","European","male",20,2,18.5,299
"11279","European","female",60,2,20,523
"11280","European","male",35,4,45,1058
"11281","European","male",20,2,45,688
"11282","Pacific","female",45,2,29.5,896
"11283","European","female",55,4,45,1280
"11284","European","female",20,3,40,647
"11285","European","male",45,1,9,525
"11286","Asian","male",30,4,46,976
"11287","European","female",40,4,36,688
"11288","European","male",25,3,40,665
"11289","Maori","male",15,1,40,844
"11290","Asian","female",40,1,35,1083
"11291","European","female",30,2,3,54
"11292","European","female",20,2,37.5,830
"11293","Asian","male",45,1,45,648
"11294","European","female",45,3,30,528
"11295","European","female",20,2,14,470
"11296","European","female",30,3,40,829
"11297","European","male",60,1,57.5,829
"11298","European","male",35,4,60,1235
"11299","European","male",60,1,28,393
"11300","Asian","male",25,2,45,526
"11301","European","male",65,1,12,493
"11302","European","female",60,1,40,647
"11303","European","female",65,1,37.5,1739
"11304","European","female",45,1,30,486
"11305","European","male",55,3,28,1181
"11306","European","female",45,2,17.5,3583
"11307","European","male",50,3,42.5,1636
"11308","European","male",55,4,33,2489
"11309","Pacific","female",25,2,40,792
"11310","European","male",25,3,40,1160
"11311","Asian","male",25,4,60,1170
"11312","European","female",40,1,40,1001
"11313","European","female",55,2,40,949
"11314","European","male",40,3,45,790
"11315","European","female",45,4,31,597
"11316","European","female",35,4,38,1112
"11317","Pacific","female",15,2,15,215
"11318","European","male",40,2,40,1381
"11319","European","female",30,4,40,863
"11320","European","male",45,3,12,346
"11321","European","female",65,2,72,1879
"11322","Pacific","female",30,2,40,858
"11323","European","female",40,2,50,493
"11324","European","male",55,4,40,1508
"11325","Asian","female",25,4,9.5,382
"11326","European","female",25,3,40,1688
"11327","European","male",50,3,45,678
"11328","European","female",45,2,50,1679
"11329","European","female",20,2,55,949
"11330","European","male",55,3,40,616
"11331","Asian","male",20,1,40,990
"11332","European","female",40,4,35,886
"11333","European","male",45,2,52.5,803
"11334","European","female",60,1,17.5,1021
"11335","European","male",35,2,50,1443
"11336","Maori","male",55,1,47,954
"11337","Pacific","female",15,1,72,1245
"11338","European","female",55,1,4.5,240
"11339","European","male",25,1,40,810
"11340","European","male",60,1,4,154
"11341","Maori","male",25,3,40,802
"11342","European","female",45,3,37,1025
"11343","Maori","male",55,3,35,1437
"11344","Pacific","female",45,1,15,377
"11345","European","male",40,4,37,954
"11346","European","male",20,3,37,448
"11347","European","female",25,4,40,360
"11348","European","male",55,3,22,1054
"11349","European","male",20,4,10,206
"11350","European","female",20,3,10,135
"11351","European","female",35,4,40,1232
"11352","Asian","female",45,2,37.5,927
"11353","European","male",50,3,40,1206
"11354","Asian","male",20,2,40,610
"11355","European","male",20,2,11,148
"11356","European","female",40,3,37,1153
"11357","European","female",25,2,30,959
"11358","European","female",50,3,20,880
"11359","European","female",20,4,20,439
"11360","European","female",35,2,37,549
"11361","European","female",35,1,28,855
"11362","European","male",35,2,40,518
"11363","European","male",20,2,40,572
"11364","Pacific","female",25,2,30,2014
"11365","Maori","male",30,2,24,918
"11366","European","female",20,2,36,710
"11367","European","female",30,4,10,662
"11368","European","male",60,4,54,1712
"11369","European","male",15,1,35.5,479
"11370","European","female",25,4,45,844
"11371","European","female",40,3,25,464
"11372","Asian","female",20,2,40,540
"11373","European","female",45,3,40,1012
"11374","European","female",55,1,30,1146
"11375","European","female",55,4,22,419
"11376","European","male",25,3,26,195
"11377","European","female",20,2,16,686
"11378","European","female",45,3,18.5,297
"11379","European","male",35,3,44,1193
"11380","European","female",65,1,38,1045
"11381","Pacific","male",20,1,44,761
"11382","Maori","female",30,3,55,963
"11383","Pacific","female",20,2,47.5,898
"11384","European","male",20,2,20,191
"11385","European","male",50,3,37,1055
"11386","Asian","male",30,3,40,1045
"11387","Asian","female",25,3,44,649
"11388","European","male",35,2,40,963
"11389","European","male",55,4,45,1375
"11390","European","male",35,4,40,1588
"11391","European","female",45,3,3,74
"11392","European","female",45,3,10,265
"11393","European","male",55,3,40,432
"11394","European","male",50,2,60,1753
"11395","European","male",35,2,45,1086
"11396","European","female",35,4,34,797
"11397","European","female",60,1,16.5,345
"11398","European","female",65,1,35,432
"11399","European","female",40,3,40,880
"11400","European","male",30,2,45,1066
"11401","European","male",40,3,37.5,2686
"11402","European","female",65,1,40,863
"11403","European","male",20,3,47.5,1000
"11404","European","male",40,3,52,1536
"11405","European","female",65,1,37,1605
"11406","European","female",30,3,27.5,687
"11407","European","male",50,3,40,1036
"11408","European","female",50,3,8,132
"11409","European","female",55,3,10,325
"11410","European","female",35,4,16,756
"11411","Asian","male",35,4,48,845
"11412","European","male",50,4,42,1002
"11413","European","male",60,1,44,1462
"11414","European","male",25,4,50,811
"11415","European","male",45,3,37.5,649
"11416","European","female",35,4,25,1031
"11417","Maori","male",35,2,40,1295
"11418","European","female",35,4,9,171
"11419","Asian","male",25,3,4,88
"11420","European","male",50,3,30,364
"11421","European","male",40,2,47.5,3113
"11422","European","male",65,4,40,914
"11423","European","female",35,4,2,177
"11424","European","female",45,4,15,1417
"11425","European","female",35,4,38.5,1748
"11426","European","male",30,3,41,651
"11427","European","male",40,3,37,780
"11428","Asian","male",35,3,50,1668
"11429","European","male",40,1,30,427
"11430","European","female",35,3,40,1224
"11431","Asian","female",35,4,40,477
"11432","European","male",25,4,7,492
"11433","European","male",60,2,48,1123
"11434","European","male",60,3,9,457
"11435","European","female",40,2,14,216
"11436","European","female",45,3,40,810
"11437","European","female",55,1,24,5018
"11438","European","female",55,2,3,42
"11439","European","male",60,4,50,1357
"11440","European","female",45,4,37.5,928
"11441","European","female",30,3,44,1974
"11442","Maori","male",40,3,40,708
"11443","European","male",20,2,25,234
"11444","European","female",50,3,58.5,1010
"11445","European","male",15,2,18.5,300
"11446","European","female",15,2,6,126
"11447","European","female",65,1,37,1453
"11448","Pacific","male",20,3,40,604
"11449","Asian","female",40,4,25,1010
"11450","European","female",65,1,40,889
"11451","Asian","male",40,4,40,1212
"11452","European","female",40,2,37,1418
"11453","European","female",30,2,20,575
"11454","European","male",60,1,40,1562
"11455","European","female",25,3,40,1082
"11456","European","female",45,4,9.5,494
"11457","European","male",40,3,30,1286
"11458","European","female",40,3,40,1350
"11459","European","male",60,1,45,628
"11460","European","male",40,4,48,947
"11461","European","female",65,4,47,1091
"11462","European","female",45,4,37.5,1488
"11463","European","female",20,2,42,613
"11464","European","female",30,3,4,124
"11465","European","male",45,1,81,1015
"11466","European","female",15,3,8,132
"11467","European","female",30,4,17,280
"11468","European","female",55,4,46,1323
"11469","European","male",20,2,65,1672
"11470","European","male",25,3,50,938
"11471","Maori","male",20,2,38,756
"11472","European","male",40,3,50,4138
"11473","European","male",50,2,40,572
"11474","European","male",50,4,52,1668
"11475","Asian","male",20,4,66,2021
"11476","European","female",40,2,44,1208
"11477","European","male",55,3,40,1081
"11478","European","female",30,4,37.5,863
"11479","Maori","female",30,3,40,777
"11480","Asian","female",30,4,30,786
"11481","European","male",15,2,46,2231
"11482","European","female",20,4,16,187
"11483","European","male",45,4,40,792
"11484","European","male",65,2,15,202
"11485","European","female",65,1,1,31
"11486","European","female",65,2,35,766
"11487","European","female",45,2,40,928
"11488","European","male",30,3,40,1266
"11489","European","male",25,3,41,517
"11490","European","female",60,1,40,550
"11491","European","female",30,3,12,632
"11492","Asian","male",25,3,50,2460
"11493","Asian","male",45,3,40,935
"11494","European","female",55,2,40,801
"11495","European","female",55,3,16,318
"11496","European","female",15,2,53,1037
"11497","European","female",25,3,40,648
"11498","Maori","male",15,1,6,175
"11499","European","male",15,2,6,76
"11500","Pacific","male",30,2,40,864
"11501","European","female",50,2,40,789
"11502","European","male",50,4,40,5352
"11503","Asian","female",50,4,30,2990
"11504","European","female",65,2,25,371
"11505","Pacific","male",50,3,40,792
"11506","European","female",60,1,40,660
"11507","European","male",65,3,37,742
"11508","European","female",60,3,37.5,1351
"11509","European","male",40,2,40,1518
"11510","Asian","female",25,4,37.5,875
"11511","European","female",45,3,16,1232
"11512","European","female",40,3,40,1055
"11513","European","female",65,1,32,1434
"11514","European","female",45,3,40,1160
"11515","European","male",20,2,38,1284
"11516","European","female",50,3,36,2060
"11517","European","male",15,1,20,180
"11518","European","male",40,3,40,1215
"11519","European","male",60,3,17.5,339
"11520","European","female",55,3,40,915
"11521","European","male",50,3,40,1518
"11522","European","female",60,4,50,619
"11523","Pacific","female",50,2,40,756
"11524","Maori","male",50,1,40,834
"11525","European","male",50,1,42,892
"11526","Asian","female",35,4,16,406
"11527","European","female",20,4,40,468
"11528","European","male",65,2,2,57
"11529","European","male",40,1,40,924
"11530","European","female",45,3,25,800
"11531","European","female",65,1,24,462
"11532","European","male",15,2,37,1407
"11533","European","female",60,2,37,759
"11534","European","female",45,3,24,6967
"11535","European","female",15,3,23,329
"11536","European","female",20,2,12,150
"11537","European","female",35,3,37.5,1413
"11538","European","male",55,4,38,1526
"11539","European","female",20,4,40,504
"11540","Maori","female",55,1,40,949
"11541","European","female",55,3,15,268
"11542","Asian","male",35,4,40,1329
"11543","European","male",30,4,56,1265
"11544","European","male",55,3,37,3205
"11545","European","male",20,2,42.5,1494
"11546","European","female",30,4,36,717
"11547","European","male",65,3,35,578
"11548","European","female",45,2,40,1616
"11549","European","male",45,3,40,1049
"11550","European","female",20,3,7,116
"11551","European","male",35,4,41.5,1433
"11552","Asian","male",30,3,43,2766
"11553","European","female",65,1,21.5,366
"11554","European","female",45,4,30,885
"11555","European","female",40,3,12,570
"11556","European","male",30,3,45,1338
"11557","European","female",20,3,40,468
"11558","European","female",45,3,20,935
"11559","Asian","female",25,4,40,1246
"11560","European","male",30,2,84,1210
"11561","European","female",60,2,12,159
"11562","European","male",30,2,9,315
"11563","Pacific","female",35,3,60,4710
"11564","European","female",40,3,20,254
"11565","European","male",55,4,22.5,1090
"11566","European","male",35,1,40,1381
"11567","European","female",45,3,40,1864
"11568","European","male",35,4,87.5,2334
"11569","European","male",35,3,40,766
